entry_date	entry_time	exit_time	direction	entry_price	exit_price	tdo	stop_price	contracts	pnl	exit_type	divergence_bar	entry_bar	stop_bar_wick_pts	reentry_sequence	prior_trade_bars_held	entry_bar_body_ratio	smt_sweep_pts	smt_miss_pts	bars_since_divergence	matches_hypothesis	session_direction	entry_matches_session
2025-04-21	09:31	09:32	short	18143.25	18148.325	18128.75	18148.325	4	-40.6	exit_stop	29	31	16.25	1	0	0.1417	0.25	1.75	2	True	short	True
2025-04-21	09:40	09:41	long	18116.25	18111.875	18128.75	18111.875	4	-35.0	exit_stop	34	40	13.25	2	1	0.1494	3.0	44.0	6	False	short	False
2025-04-23	09:16	09:23	long	18936.75	18950.25	18949.0	18950.25	4	108.0	exit_stop	3	16	2.25	1	0	0.6905	0.25	1.0	13	False	short	False
2025-04-24	09:38	09:39	short	18884.25	18887.3125	18875.5	18887.3125	4	-24.5	exit_stop	23	38	3.0	1	0	0.2022	0.5	5.0	15	False	long	False
2025-04-25	10:56	10:58	short	19313.25	19296.75	19302.25	19296.75	4	132.0	exit_stop	25	116	14.75	1	0	0.5342	0.75	6.75	91	True	short	True
2025-04-28	09:17	09:18	short	19560.75	19565.125	19548.25	19565.125	4	-35.0	exit_stop	14	17	5.0	1	0	0.5484	0.25	1.0	3	False	neutral	False
2025-04-28	09:24	09:25	short	19562.5	19567.4875	19548.25	19567.4875	4	-39.9	exit_stop	23	24	1.5	2	1	0.5	0.25	0.25	1	False	neutral	False
2025-04-28	09:51	09:52	short	19561.5	19566.1375	19548.25	19566.1375	4	-37.1	exit_stop	30	51	10.75	3	1	0.5875	2.75	2.5	21	False	neutral	False
2025-05-01	09:52	09:54	short	19981.5	19941.75	19971.5	19941.75	4	318.0	exit_stop	30	52	20.0	1	0	0.2258	2.75	1.75	22	True	short	True
2025-05-01	10:26	10:27	short	19982.5	19986.35	19971.5	19986.35	4	-30.8	exit_stop	82	86	0.25	2	2	0.1429	0.75	29.5	4	True	short	True
2025-05-06	09:27	09:29	long	19788.25	19796.25	19795.75	19796.25	4	64.0	exit_stop	15	27	6.25	1	0	0.1429	0.25	0.75	12	True	long	True
2025-05-07	09:10	09:11	long	19892.5	19889.9625	19899.75	19889.9625	4	-20.3	exit_stop	2	10	5.25	1	0	0.6444	0.25	2.25	8	False	short	False
2025-05-07	09:14	09:15	long	19886.5	19881.8625	19899.75	19881.8625	4	-37.1	exit_stop	13	14	18.75	2	1	0.1042	0.75	0.5	1	False	short	False
2025-05-07	09:39	09:41	long	19886.0	19923.25	19899.75	19923.25	4	298.0	exit_stop	35	39	5.5	3	1	0.0556	0.5	1.25	4	False	short	False
2025-05-09	09:53	09:55	long	20217.25	20240.25	20227.0	20240.25	4	184.0	exit_stop	25	53	9.5	1	0	0.5211	0.25	3.25	28	False	short	False
2025-05-12	09:10	09:16	long	20904.5	20921.25	20918.75	20921.25	4	134.0	exit_stop	4	10	4.5	1	0	0.8654	0.25	3.75	6	False	short	False
2025-05-12	09:28	09:30	short	20926.0	20864.25	20918.75	20864.25	4	494.0	exit_stop	27	28	56.75	2	6	0.5593	0.75	4.0	1	True	short	True
2025-05-13	09:09	09:10	short	21011.75	21014.375	21004.25	21014.375	4	-21.0	exit_stop	1	9	2.75	1	0	0.55	0.25	2.5	8	True	short	True
2025-05-14	10:18	10:21	short	21327.5	21308.75	21314.75	21308.75	4	150.0	exit_stop	30	78	4.75	1	0	0.3333	0.75	2.25	48	True	short	True
2025-05-15	09:09	09:11	short	21310.25	21312.875	21302.75	21312.875	4	-21.0	exit_stop	4	9	6.75	1	0	0.4118	0.25	1.25	5	False	long	False
2025-05-15	10:08	10:11	short	21314.25	21274.0	21302.75	21274.0	4	322.0	exit_stop	31	68	5.5	2	2	0.7794	1.5	2.5	37	False	long	False
2025-05-19	09:19	09:20	long	21188.0	21183.0125	21202.25	21183.0125	4	-39.9	exit_stop	7	19	4.0	1	0	0.7255	0.75	0.5	12	False	short	False
2025-05-23	09:46	09:47	short	20864.0	20869.075	20849.5	20869.075	4	-40.6	exit_stop	31	46	12.75	1	0	0.5057	2.75	12.75	15	False	long	False
2025-05-27	09:45	09:47	long	21249.25	21265.5	21259.5	21265.5	4	130.0	exit_stop	33	45	9.75	1	0	0.45	1.25	7.25	12	False	short	False
2025-05-28	09:14	09:18	short	21513.25	21503.25	21504.75	21503.25	4	80.0	exit_stop	5	14	3.75	1	0	0.5	0.25	1.5	9	True	short	True
2025-05-29	09:24	09:26	short	21682.5	21662.5	21674.25	21662.5	4	160.0	exit_stop	20	24	1.0	1	0	0.7619	0.75	0.0	4	True	short	True
2025-05-30	10:38	10:39	short	21393.75	21397.6	21382.75	21397.6	4	-30.8	exit_stop	1	98	4.75	1	0	0.1538	0.25	0.75	97	False	long	False
2025-06-02	10:02	10:04	long	21278.5	21304.75	21288.0	21304.75	4	210.0	exit_stop	52	62	3.5	1	0	0.5587	3.25	57.25	10	True	long	True
2025-06-03	09:43	09:44	short	21555.5	21558.7375	21546.25	21558.7375	4	-25.9	exit_stop	10	43	2.0	1	0	0.7195	0.5	0.5	33	True	short	True
2025-06-04	10:28	10:29	short	21737.5	21741.525	21726.0	21741.525	4	-32.2	exit_stop	14	88	1.25	1	0	0.5	0.5	4.5	74	True	short	True
2025-06-05	10:45	10:46	short	21827.25	21832.5	21812.25	21832.5	4	-42.0	exit_stop	1	105	23.75	1	0	0.1489	0.25	2.0	104	True	short	True
2025-06-06	10:38	10:39	short	21808.0	21811.675	21797.5	21811.675	4	-29.4	exit_stop	10	98	0.75	1	0	0.7692	0.25	12.5	88	False	long	False
2025-06-09	09:07	09:17	short	21811.5	21796.5	21798.0	21796.5	4	120.0	exit_stop	3	7	3.25	1	0	0.1333	0.25	0.0	4	False	long	False
2025-06-10	09:43	09:45	short	21845.5	21831.75	21836.5	21831.75	4	110.0	exit_stop	33	43	18.25	1	0	0.8258	1.25	6.0	10	True	short	True
2025-06-17	09:41	09:43	short	21847.75	21816.25	21839.5	21816.25	4	252.0	exit_stop	20	41	12.5	1	0	0.5422	0.5	1.5	21	False	neutral	False
2025-06-17	09:53	09:54	short	21848.25	21851.3125	21839.5	21851.3125	4	-24.5	exit_stop	52	53	4.75	2	2	0.8	0.75	15.25	1	False	neutral	False
2025-06-18	09:25	09:30	short	22006.0	21962.25	21992.5	21962.25	4	350.0	exit_stop	19	25	13.5	1	0	0.1765	0.25	1.5	6	True	short	True
2025-06-18	09:51	09:52	short	22005.75	22010.3875	21992.5	22010.3875	4	-37.1	exit_stop	49	51	3.5	2	5	0.3265	0.75	8.25	2	True	short	True
2025-06-23	09:37	09:38	long	21854.25	21849.0	21869.25	21849.0	4	-42.0	exit_stop	10	37	11.75	1	0	0.7097	0.25	0.0	27	True	long	True
2025-06-23	13:03	13:04	short	21880.25	21884.1	21869.25	21884.1	4	-30.8	exit_stop	41	243	9.75	2	1	0.1667	0.5	22.25	202	False	long	False
2025-06-26	09:05	09:08	long	22537.75	22532.5	22552.75	22532.5	4	-42.0	exit_stop	4	5	2.5	1	0	0.5833	0.25	0.25	1	False	short	False
2025-06-26	10:18	10:20	short	22560.0	22562.5375	22552.75	22562.5375	4	-20.3	exit_stop	32	78	3.75	2	3	0.2632	0.25	5.25	46	True	short	True
2025-06-26	10:43	10:44	short	22564.75	22568.95	22552.75	22568.95	4	-33.6	exit_stop	86	103	6.75	3	2	0.5435	0.75	1.75	17	True	short	True
2025-07-01	09:10	09:13	short	22811.25	22814.1375	22803.0	22814.1375	4	-23.1	exit_stop	7	10	2.25	1	0	0.7097	0.25	0.0	3	False	long	False
2025-07-01	09:44	09:46	long	22792.75	22808.75	22803.0	22808.75	4	128.0	exit_stop	19	44	6.5	2	3	0.2576	0.5	3.5	25	True	long	True
2025-07-01	09:56	10:00	short	22817.25	22783.25	22803.0	22783.25	4	272.0	exit_stop	49	56	15.75	3	2	0.2292	1.0	3.25	7	False	long	False
2025-07-02	09:34	09:35	short	22668.5	22673.4875	22654.25	22673.4875	4	-39.9	exit_stop	7	34	1.25	1	0	0.4762	0.25	2.75	27	False	long	False
2025-07-04	09:26	09:30	long	22910.0	22920.0	22917.5	22920.0	4	80.0	exit_stop	16	26	11.75	1	0	0.0417	0.25	0.0	10	False	short	False
2025-07-04	09:46	09:48	short	22925.5	22928.3	22917.5	22928.3	4	-22.4	exit_stop	41	46	2.25	2	4	0.1176	0.25	5.5	5	True	short	True
2025-07-04	09:57	09:59	short	22930.0	22891.75	22917.5	22891.75	4	306.0	exit_stop	53	57	3.0	3	2	0.4783	0.5	2.25	4	True	short	True
2025-07-07	09:23	09:24	long	22934.25	22931.1	22943.25	22931.1	4	-25.2	exit_stop	7	23	1.5	1	0	0.1818	0.25	2.5	16	False	short	False
2025-07-07	10:03	10:05	long	22933.25	22929.75	22943.25	22929.75	4	-28.0	exit_stop	62	63	3.0	2	1	0.8387	1.0	1.25	1	False	short	False
2025-07-08	09:55	09:56	long	22921.75	22917.1125	22935.0	22917.1125	4	-37.1	exit_stop	17	55	3.0	1	0	0.2985	0.5	4.75	38	False	short	False
2025-07-15	09:26	09:29	short	23213.75	23199.25	23200.25	23199.25	4	116.0	exit_stop	21	26	4.75	1	0	0.4444	0.5	1.0	5	True	short	True
2025-07-15	10:20	10:21	long	23187.25	23182.7	23200.25	23182.7	4	-36.4	exit_stop	38	80	5.5	2	3	0.0976	1.75	1.25	42	False	short	False
2025-07-16	13:08	13:09	long	23064.5	23061.0	23074.5	23061.0	4	-28.0	exit_stop	4	248	1.5	1	0	0.902	0.25	0.0	244	True	long	True
2025-07-24	13:07	13:08	short	23383.5	23386.825	23374.0	23386.825	4	-26.6	exit_stop	13	247	0.0	1	0	0.3125	0.5	2.5	234	True	short	True
2025-07-25	09:25	09:28	short	23368.25	23370.9625	23360.5	23370.9625	4	-21.7	exit_stop	2	25	9.25	1	0	0.087	0.25	0.75	23	True	short	True
2025-07-28	13:19	13:22	long	23463.5	23476.0	23473.0	23476.0	4	100.0	exit_stop	26	259	0.25	1	0	0.0556	0.5	1.75	233	True	long	True
2025-07-29	09:48	09:50	short	23606.0	23557.0	23595.5	23557.0	4	392.0	exit_stop	4	48	32.0	1	0	0.5319	0.5	1.0	44	True	short	True
2025-07-30	09:36	09:37	short	23496.0	23499.0625	23487.25	23499.0625	4	-24.5	exit_stop	18	36	3.0	1	0	0.1343	0.25	2.25	18	False	long	False
2025-08-04	09:32	09:33	short	23104.75	23108.425	23094.25	23108.425	4	-29.4	exit_stop	31	32	5.0	1	0	0.5152	1.75	4.75	1	False	long	False
2025-08-05	10:09	10:11	long	23336.5	23352.0	23348.75	23352.0	4	124.0	exit_stop	2	69	2.0	1	0	0.4231	0.5	0.25	67	False	short	False
2025-08-06	09:08	09:12	short	23178.5	23181.9125	23168.75	23181.9125	4	-27.3	exit_stop	6	8	1.25	1	0	0.4706	0.25	0.25	2	True	short	True
2025-08-06	09:51	09:52	short	23177.25	23180.225	23168.75	23180.225	4	-23.8	exit_stop	15	51	0.75	2	4	0.72	0.25	0.0	36	True	short	True
2025-08-07	09:11	09:16	short	23614.5	23599.75	23601.0	23599.75	4	118.0	exit_stop	5	11	0.75	1	0	0.8462	0.25	1.25	6	True	short	True
2025-08-07	10:45	10:46	long	23589.75	23585.8125	23601.0	23585.8125	4	-31.5	exit_stop	27	105	7.0	2	5	0.5946	0.75	2.0	78	False	short	False
2025-08-08	09:13	09:15	long	23531.5	23527.9125	23541.75	23527.9125	4	-28.7	exit_stop	7	13	4.0	1	0	0.7073	0.25	1.75	6	False	short	False
2025-08-08	09:32	09:33	short	23550.25	23553.225	23541.75	23553.225	4	-23.8	exit_stop	25	32	7.75	2	2	0.7	0.25	7.0	7	True	short	True
2025-08-12	09:32	09:34	long	23725.25	23780.75	23733.0	23780.75	4	444.0	exit_stop	20	32	22.75	1	0	0.4907	0.75	2.5	12	False	short	False
2025-08-13	09:57	09:58	long	24031.75	24027.2875	24044.5	24027.2875	4	-35.7	exit_stop	16	57	3.5	1	0	0.9457	0.25	8.25	41	False	short	False
2025-08-18	10:50	10:51	long	23755.25	23750.525	23768.75	23750.525	4	-37.8	exit_stop	25	110	7.5	1	0	0.5	1.0	4.5	85	False	neutral	False
2025-08-21	09:38	09:41	short	23274.75	23236.75	23260.25	23236.75	4	304.0	exit_stop	22	38	3.0	1	0	0.6622	0.5	2.0	16	False	neutral	False
2025-08-21	10:15	10:16	short	23275.0	23280.1625	23260.25	23280.1625	4	-41.3	exit_stop	62	75	0.0	2	3	0.3514	2.0	31.25	13	False	neutral	False
2025-08-26	09:36	09:37	short	23483.75	23488.475	23470.25	23488.475	4	-37.8	exit_stop	1	36	12.25	1	0	0.5437	0.5	0.0	35	True	short	True
2025-08-27	09:56	09:58	long	23530.5	23526.65	23541.5	23526.65	4	-30.8	exit_stop	7	56	1.5	1	0	0.4253	0.5	0.0	49	False	short	False
2025-08-27	10:10	10:13	short	23554.0	23558.375	23541.5	23558.375	4	-35.0	exit_stop	62	70	0.25	2	2	0.4468	0.25	45.75	8	True	short	True
2025-08-28	10:02	10:03	long	23628.0	23623.625	23640.5	23623.625	4	-35.0	exit_stop	45	62	11.5	1	0	0.4	2.0	35.5	17	False	short	False
2025-08-29	09:34	09:35	long	23638.25	23633.4375	23652.0	23633.4375	4	-38.5	exit_stop	6	34	7.25	1	0	0.0462	0.25	2.75	28	False	short	False
2025-09-01	09:35	09:40	long	23466.25	23483.0	23476.0	23483.0	4	134.0	exit_stop	18	35	8.75	1	0	0.6667	0.25	1.25	17	False	neutral	False
2025-09-01	09:54	10:21	short	23489.5	23477.0	23476.0	23477.0	4	100.0	exit_stop	45	54	3.0	2	5	0.5909	0.25	4.75	9	False	neutral	False
2025-09-01	10:34	10:37	short	23485.5	23488.825	23476.0	23488.825	4	-26.6	exit_stop	90	94	0.0	3	27	0.7059	0.25	7.0	4	False	neutral	False
2025-09-02	09:17	09:18	short	23113.25	23117.8	23100.25	23117.8	4	-36.4	exit_stop	2	17	4.0	1	0	0.4412	0.25	1.75	15	False	long	False
2025-09-03	10:09	10:10	short	23433.75	23437.3375	23423.5	23437.3375	4	-28.7	exit_stop	33	69	3.0	1	0	0.2469	0.75	42.0	36	False	neutral	False
2025-09-03	10:15	10:16	long	23411.0	23406.625	23423.5	23406.625	4	-35.0	exit_stop	73	75	7.75	2	1	0.8929	1.25	12.75	2	False	neutral	False
2025-09-05	09:09	09:10	short	23883.25	23886.3125	23874.5	23886.3125	4	-24.5	exit_stop	1	9	5.25	1	0	0.7838	0.25	1.25	8	True	short	True
2025-09-05	09:53	09:54	long	23865.25	23862.0125	23874.5	23862.0125	4	-25.9	exit_stop	29	53	12.25	2	1	0.5	1.25	2.5	24	False	short	False
2025-09-08	09:32	09:33	short	23791.5	23794.0375	23784.25	23794.0375	4	-20.3	exit_stop	19	32	6.0	1	0	0.1667	0.5	0.0	13	False	neutral	False
2025-09-09	09:08	09:13	long	23821.25	23816.4375	23835.0	23816.4375	4	-38.5	exit_stop	3	8	2.5	1	0	0.5	0.5	1.25	5	False	short	False
2025-09-09	10:12	10:15	short	23845.75	23820.0	23835.0	23820.0	4	206.0	exit_stop	37	72	14.5	2	5	0.1194	0.75	14.0	35	True	short	True
2025-09-10	09:17	09:19	short	24006.25	24008.9625	23998.5	24008.9625	4	-21.7	exit_stop	12	17	2.0	1	0	0.05	1.25	3.75	5	True	short	True
2025-09-11	09:25	09:30	long	23963.5	23995.5	23977.0	23995.5	4	256.0	exit_stop	4	25	7.0	1	0	0.7407	0.5	0.5	21	True	long	True
2025-09-11	10:09	10:11	short	23986.0	23965.75	23977.0	23965.75	4	162.0	exit_stop	48	69	10.75	2	5	0.8052	0.5	32.5	21	False	long	False
2025-09-11	10:51	10:54	short	23987.25	23976.5	23977.0	23976.5	4	86.0	exit_stop	93	111	4.75	3	2	0.6271	1.5	13.5	18	False	long	False
2025-09-12	09:10	09:28	short	24050.5	24038.75	24040.5	24038.75	4	94.0	exit_stop	1	10	4.0	1	0	0.125	0.25	0.0	9	True	short	True
2025-09-12	09:44	09:45	long	24030.5	24027.0	24040.5	24027.0	4	-28.0	exit_stop	30	44	5.75	2	18	0.7414	1.5	1.5	14	False	short	False
2025-09-12	10:06	10:07	short	24049.5	24052.65	24040.5	24052.65	4	-25.2	exit_stop	56	66	4.75	3	1	0.3333	0.5	14.0	10	True	short	True
2025-09-12	10:11	10:13	short	24049.5	24030.0	24040.5	24030.0	4	156.0	exit_stop	69	71	9.25	4	1	0.6389	0.5	5.25	2	True	short	True
2025-09-15	09:19	09:28	long	24170.0	24182.25	24177.75	24182.25	4	98.0	exit_stop	3	19	4.0	1	0	0.16	0.5	1.25	16	False	neutral	False
2025-09-16	09:06	09:23	short	24358.75	24363.825	24344.25	24363.825	4	-40.6	exit_stop	3	6	1.5	1	0	0.5	0.25	0.5	3	False	neutral	False
2025-09-18	09:07	09:08	long	24670.25	24667.1	24679.25	24667.1	4	-25.2	exit_stop	5	7	5.25	1	0	0.7973	0.5	2.5	2	False	short	False
2025-09-19	10:15	10:16	short	24778.75	24782.5125	24768.0	24782.5125	4	-30.1	exit_stop	20	75	6.75	1	0	0.7	0.5	6.5	55	False	long	False
2025-09-22	09:40	09:42	short	24829.25	24834.15	24815.25	24834.15	4	-39.2	exit_stop	17	40	0.25	1	0	0.5676	1.0	2.5	23	False	neutral	False
2025-09-23	09:38	09:39	long	24987.75	24983.1125	25001.0	24983.1125	4	-37.1	exit_stop	6	38	0.75	1	0	0.8919	0.5	0.5	32	False	short	False
2025-09-25	09:05	09:06	long	24562.75	24557.9375	24576.5	24557.9375	4	-38.5	exit_stop	4	5	0.5	1	0	0.4821	0.5	0.0	1	True	long	True
2025-09-26	09:41	09:42	short	24665.25	24669.1	24654.25	24669.1	4	-30.8	exit_stop	32	41	1.25	1	0	0.1982	0.75	6.0	9	True	short	True
2025-09-29	13:18	13:20	long	24836.75	24831.675	24851.25	24831.675	4	-40.6	exit_stop	30	258	6.25	1	0	0.8333	0.75	2.5	228	False	short	False
2025-09-30	10:49	10:51	short	24828.75	24819.0	24820.5	24819.0	4	78.0	exit_stop	30	109	5.0	1	0	0.4167	1.25	6.25	79	False	long	False
2025-10-01	09:50	09:52	long	24753.5	24765.0	24763.5	24765.0	4	92.0	exit_stop	8	50	5.75	1	0	0.5862	0.75	5.25	42	True	long	True
2025-10-03	09:16	09:26	long	25123.25	25136.5	25133.5	25136.5	4	106.0	exit_stop	14	16	1.25	1	0	0.2857	0.25	5.0	2	False	short	False
2025-10-03	09:50	09:51	short	25147.5	25152.4	25133.5	25152.4	4	-39.2	exit_stop	37	50	1.75	2	10	0.2239	1.5	6.5	13	True	short	True
2025-10-06	13:26	13:29	short	25223.0	25220.75	25214.25	25226.0625	4	18.0	session_close	8	266		1	0	0.45	0.25	3.5	258	True	short	True
2025-10-07	10:33	10:34	long	25226.75	25223.075	25237.25	25223.075	4	-29.4	exit_stop	50	93	0.5	1	0	0.6571	0.75	17.0	43	False	short	False
2025-10-09	09:15	09:19	long	25318.5	25328.5	25329.0	25328.5	4	80.0	exit_stop	2	15	0.75	1	0	0.5263	0.25	0.0	13	False	short	False
2025-10-10	09:33	09:34	short	25323.75	25327.425	25313.25	25327.425	4	-29.4	exit_stop	16	33	6.0	1	0	0.6901	0.25	1.75	17	True	short	True
2025-10-13	10:21	10:23	short	24837.25	24789.0	24824.75	24789.0	4	386.0	exit_stop	50	81	1.0	1	0	0.5714	2.75	32.5	31	False	long	False
2025-10-14	09:09	09:13	short	24652.25	24638.0	24638.5	24638.0	4	114.0	exit_stop	8	9	2.25	1	0	0.2917	0.5	0.5	1	False	long	False
2025-10-17	09:16	09:18	long	24727.25	24745.0	24735.5	24745.0	4	142.0	exit_stop	2	16	10.0	1	0	0.3243	0.75	1.5	14	True	long	True
2025-10-17	09:47	09:49	long	24725.75	24785.5	24735.5	24785.5	4	478.0	exit_stop	27	47	4.5	2	2	0.8105	0.5	0.25	20	True	long	True
2025-10-21	09:11	09:13	long	25286.75	25281.7625	25301.0	25281.7625	4	-39.9	exit_stop	6	11	5.5	1	0	0.4194	0.5	1.5	5	False	neutral	False
2025-10-22	09:06	09:07	long	25257.5	25254.7875	25265.25	25254.7875	4	-21.7	exit_stop	3	6	2.5	1	0	0.7742	0.25	0.25	3	True	long	True
2025-10-23	09:22	09:24	long	25002.25	24997.35	25016.25	24997.35	4	-39.2	exit_stop	3	22	3.25	1	0	0.8913	0.5	0.75	19	False	neutral	False
2025-10-24	09:25	09:29	short	25479.5	25465.25	25466.5	25465.25	4	114.0	exit_stop	12	25	5.0	1	0	0.7949	0.75	1.0	13	True	short	True
2025-10-24	09:59	10:00	short	25475.25	25478.3125	25466.5	25478.3125	4	-24.5	exit_stop	38	59	3.0	2	4	0.3419	1.25	2.25	21	True	short	True
2025-10-27	09:34	09:36	short	25823.0	25797.25	25815.75	25797.25	4	206.0	exit_stop	8	34	3.5	1	0	0.8839	0.25	1.75	26	True	short	True
2025-10-28	09:39	09:40	short	26061.0	26064.325	26051.5	26064.325	4	-26.6	exit_stop	10	39	6.25	1	0	0.3137	0.75	0.0	29	True	short	True
2025-10-28	09:51	09:52	long	26044.0	26041.375	26051.5	26041.375	4	-21.0	exit_stop	42	51	2.25	2	1	0.1957	0.75	58.5	9	False	short	False
2025-10-29	09:33	09:34	short	26278.25	26282.5375	26266.0	26282.5375	4	-34.3	exit_stop	18	33	8.5	1	0	0.5714	0.25	0.25	15	False	long	False
2025-10-29	09:47	09:49	short	26277.75	26267.0	26266.0	26267.0	4	86.0	exit_stop	36	47	2.0	2	1	0.1695	0.5	14.25	11	False	long	False
2025-10-29	13:01	13:06	long	26258.25	26265.0	26266.0	26265.0	4	54.0	exit_stop	109	241	3.5	3	2	0.5172	1.0	2.5	132	True	long	True
2025-10-30	09:52	09:53	long	26113.5	26109.2125	26125.75	26109.2125	4	-34.3	exit_stop	28	52	15.25	1	0	0.5085	0.75	20.0	24	True	long	True
2025-11-03	09:32	09:33	short	26249.75	26254.65	26235.75	26254.65	4	-39.2	exit_stop	24	32	12.0	1	0	0.0741	0.75	22.25	8	False	long	False
2025-11-05	09:37	09:39	long	25533.0	25573.0	25542.25	25573.0	4	320.0	exit_stop	26	37	5.0	1	0	0.7739	0.5	1.5	11	True	long	True
2025-11-06	09:32	09:33	long	25664.5	25661.2625	25673.75	25661.2625	4	-25.9	exit_stop	10	32	0.5	1	0	0.7603	0.5	1.75	22	False	short	False
2025-11-07	09:08	09:09	long	25100.75	25097.425	25110.25	25097.425	4	-26.6	exit_stop	3	8	0.0	1	0	0.6098	0.5	1.75	5	True	long	True
2025-11-11	09:04	09:05	long	25593.5	25589.3875	25605.25	25589.3875	4	-32.9	exit_stop	2	4	1.25	1	0	0.2667	0.25	1.25	2	False	neutral	False
2025-11-11	09:21	09:22	short	25617.25	25621.45	25605.25	25621.45	4	-33.6	exit_stop	20	21	1.0	2	1	0.52	0.25	0.25	1	False	neutral	False
2025-11-11	09:31	09:33	short	25613.75	25605.5	25605.25	25605.5	4	66.0	exit_stop	30	31	7.5	3	1	0.4464	1.5	2.25	1	False	neutral	False
2025-11-20	09:13	09:15	long	25202.75	25212.75	25211.25	25212.75	4	80.0	exit_stop	6	13	7.25	1	0	0.0606	0.75	2.0	7	False	short	False
2025-11-20	10:51	10:53	short	25219.0	25204.0	25211.25	25204.0	4	120.0	exit_stop	31	111	3.75	2	2	0.9178	1.75	32.75	80	True	short	True
2025-11-25	09:32	09:33	long	24844.0	24839.5375	24856.75	24839.5375	4	-35.7	exit_stop	5	32	14.25	1	0	0.3441	0.25	0.75	27	False	short	False
2025-11-26	09:31	09:32	short	25231.0	25234.15	25222.0	25234.15	4	-25.2	exit_stop	17	31	3.25	1	0	0.422	0.5	1.5	14	True	short	True
2025-11-27	09:32	09:33	short	25311.75	25315.3375	25301.5	25315.3375	4	-28.7	exit_stop	10	32	1.75	1	0	0.0833	0.25	3.75	22	True	short	True
2025-11-28	09:14	09:16	short	25372.75	25377.3875	25359.5	25377.3875	4	-37.1	exit_stop	1	14	1.75	1	0	0.6667	1.0	2.5	13	False	neutral	False
2025-12-01	09:44	09:46	long	25246.75	25289.75	25254.75	25289.75	4	344.0	exit_stop	7	44	14.75	1	0	0.7317	0.25	3.5	37	True	long	True
2025-12-04	09:13	09:15	short	25723.5	25727.6125	25711.75	25727.6125	4	-32.9	exit_stop	5	13	8.25	1	0	0.2195	0.5	8.5	8	True	short	True
2025-12-08	09:39	09:41	short	25803.75	25788.5	25791.5	25788.5	4	122.0	exit_stop	6	39	21.0	1	0	0.8039	0.25	1.0	33	True	short	True
2025-12-09	09:28	09:30	long	25608.0	25638.0	25618.75	25638.0	4	240.0	exit_stop	25	28	5.25	1	0	0.2667	0.25	4.75	3	True	long	True
2025-12-09	10:01	10:02	short	25628.5	25631.9125	25618.75	25631.9125	4	-27.3	exit_stop	34	61	2.5	2	2	0.6935	0.25	38.0	27	False	long	False
2025-12-10	09:38	09:39	long	25633.25	25628.35	25647.25	25628.35	4	-39.2	exit_stop	2	38	4.0	1	0	0.494	0.25	1.0	36	False	short	False
2025-12-10	09:48	09:50	short	25660.5	25631.5	25647.25	25631.5	4	232.0	exit_stop	43	48	8.0	2	1	0.3043	0.25	25.75	5	True	short	True
2025-12-10	13:00	13:05	short	25657.5	25644.0	25647.25	25644.0	4	108.0	exit_stop	66	240	2.5	3	2	0.6304	0.5	34.0	174	True	short	True
2025-12-11	13:11	13:14	long	25634.0	25642.25	25643.0	25642.25	4	66.0	exit_stop	2	251	7.75	1	0	0.6957	0.5	0.5	249	True	long	True
2025-12-12	09:46	09:47	long	25550.25	25546.925	25559.75	25546.925	4	-26.6	exit_stop	5	46	0.0	1	0	0.2549	0.5	4.0	41	False	short	False
2025-12-16	13:04	13:05	long	24978.25	24974.4	24989.25	24974.4	4	-30.8	exit_stop	28	244	5.25	1	0	0.6125	0.75	2.25	216	False	neutral	False
2025-12-19	09:20	09:21	short	25371.25	25374.575	25361.75	25374.575	4	-26.6	exit_stop	14	20	2.25	1	0	0.1591	0.75	0.5	6	True	short	True
2025-12-24	09:35	09:38	short	25810.25	25794.75	25795.75	25794.75	4	124.0	exit_stop	10	35	3.75	1	0	0.7059	0.25	3.0	25	True	short	True
2025-12-24	09:57	10:00	short	25807.25	25811.275	25795.75	25811.275	4	-32.2	exit_stop	41	57	4.75	2	3	0.2632	0.25	21.0	16	True	short	True
2025-12-26	09:58	09:59	long	25884.75	25879.675	25899.25	25879.675	4	-40.6	exit_stop	2	58	1.75	1	0	0.4921	0.25	1.5	56	False	short	False
2025-12-29	09:14	09:15	long	25695.75	25691.8125	25707.0	25691.8125	4	-31.5	exit_stop	3	14	1.5	1	0	0.5435	0.25	3.0	11	True	long	True
2025-12-31	09:34	09:36	long	25666.5	25682.5	25679.0	25682.5	4	128.0	exit_stop	6	34	3.75	1	0	0.4366	0.25	1.5	28	False	short	False
2026-01-02	09:05	09:12	short	25701.5	25683.25	25686.75	25683.25	4	146.0	exit_stop	2	5	2.25	1	0	0.7273	1.0	0.5	3	True	short	True
2026-01-05	10:20	10:21	short	25653.5	25657.175	25643.0	25657.175	4	-29.4	exit_stop	19	80	5.75	1	0	0.64	0.75	0.0	61	False	long	False
2026-01-05	10:43	10:45	short	25653.0	25637.75	25643.0	25637.75	4	122.0	exit_stop	84	103	5.0	2	1	0.4603	0.5	9.25	19	False	long	False
2026-01-06	09:34	09:36	short	25648.5	25628.0	25636.0	25628.0	4	164.0	exit_stop	31	34	19.5	1	0	0.4779	0.75	4.0	3	False	neutral	False
2026-01-13	09:28	09:30	short	25961.75	25931.75	25950.25	25931.75	4	240.0	exit_stop	1	28	5.75	1	0	0.732	0.75	0.5	27	True	short	True
